年月日	地点	平均気温(℃)	最高気温(℃)	最低気温(℃)	降水量の合計(mm)	10分間降水量の最大(mm)	日照時間(時間)	合計全天日射量(MJ/㎡)	最深積雪(cm)	降雪量合計(cm)	平均風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	平均蒸気圧(hPa)	平均現地気圧(hPa)	平均湿度(%)	平均海面気圧(hPa)	最小相対湿度(%)	最低海面気圧(hPa)	平均雲量(10分比)	天気概況(昼:06時~18時)	天気概況(夜:18時~翌日06時)
2015/2/17	青森	2.8	5.7	0.9	0.0	0.0	6.3	11.87	97.0	0.0	4.3	8.4	11.9	東	5.3	1013.8	72.0	1014.3	53.0	1013.1	7.8	晴時々薄曇	晴後一時曇
2015/2/18	青森	2.7	5.5	0.8	0.0	0.0	0.2	6.79	91.0	0.0	4.1	7.4	11.5	東北東	5.2	1011.6	69.0	1012.1	53.0	1010.6	9.5	曇	曇
2015/2/19	青森	2.4	5.2	-0.1	0.0	0.0	4.0	10.53	89.0	0.0	3.1	5.6	8.2	東北東	5.2	1014.8	72.0	1015.3	53.0	1012.3	10.0	曇	曇後一時雪
2015/2/20	青森	2.5	4.8	0.2	0.0	0.0	5.4	12.84	87.0	0.0	2.1	4.0	6.1	東北東	4.6	1022.6	63.0	1023.1	44.0	1018.8	9.0	晴時々曇一時雪	曇後一時雨
2015/2/21	青森	2.7	6.2	-0.4	0.0	0.0	6.3	12.72	86.0	0.0	2.0	4.6	5.9	北北東	5.3	1026.9	72.0	1027.4	45.0	1026.0	5.5	晴一時曇	晴後曇
2015/2/22	青森	3.0	6.2	-0.9	2.5	0.5	2.0	9.4	84.0	0.0	1.6	4.2	6.0	北西	6.2	1017.9	82.0	1018.4	59.0	1007.3	10.0	曇後一時雨	雨時々曇
2015/2/23	青森	5.4	8.7	3.1	0.5	0.5	5.1	11.11	81.0	0.0	5.2	10.4	15.2	西南西	5.7	1009.5	62.0	1010.0	38.0	1005.5	10.0	曇	曇時々晴一時雪、みぞれを伴う
2015/2/24	青森	3.0	6.2	0.7	0.0	0.0	7.6	13.99	78.0	0.0	5.8	10.7	18.4	西南西	4.5	1012.1	60.0	1012.6	34.0	1010.2	5.0	晴	晴一時曇
2015/2/25	青森	0.8	3.2	-0.8	0.0	0.0	1.9	7.88	77.0	3.0	4.2	7.0	11.8	南西	4.4	1019.7	67.0	1020.2	58.0	1016.3	8.0	雪時々曇、あられを伴う	晴時々曇
2015/2/26	青森	2.7	9.1	-3.4	0.0	0.0	8.8	14.42	75.0	0.0	2.3	6.7	9.1	南南西	4.6	1015.5	64.0	1016.0	27.0	1002.6	5.8	晴後曇	曇後雨一時晴
2015/2/27	青森	2.7	5.7	1.1	9.5	1.0	3.3	9.09	72.0	1.0	7.5	14.8	23.6	西	6.2	1001.9	84.0	1002.4	64.0	995.9	10.0	みぞれ一時雪、あられを伴う	雪一時みぞれ後曇
2015/2/28	青森	2.9	6.3	-1.2	0.0	0.0	3.6	11.24	69.0	0.0	4.5	8.0	12.0	西	4.5	1022.2	61.0	1022.7	41.0	1010.9	7.0	晴時々曇	晴一時曇
2015/3/1	青森	0.5	4.2	-3.5	6.5	0.5	0.2	6.16	67.0	0.0	1.8	5.1	6.9	南	5.1	1014.5	79.0	1015.0	50.0	1003.5	7.5	曇後一時雨	雨時々みぞれ、あられを伴う
2015/3/2	青森	1.9	3.9	0.1	9.0	0.5	0.8	4.37	66.0	3.0	6.4	10.9	18.3	西	5.8	1006.7	82.0	1007.2	55.0	1000.5	10.0	雪時々雨後一時曇、あられを伴う	曇時々雪一時晴、あられを伴う
2015/3/3	青森	3.2	5.4	0.4	0.0	0.0	4.0	10.58	66.0	0.0	3.8	7.7	11.7	南南西	4.4	1017.6	58.0	1018.1	44.0	1013.4	8.3	曇時々晴	曇後時々雨
2015/3/4	青森	3.0	4.7	1.2	3.0	1.5	0.2	5.28	64.0	1.0	3.2	10.3	16.1	東北東	6.4	1004.0	84.0	1004.5	73.0	999.9	9.8	雨一時曇	雪一時雨
2015/3/5	青森	2.8	5.4	0.7	3.5	0.5	1.1	6.19	62.0	0.0	3.9	8.2	12.1	南西	6.1	1012.5	82.0	1013.0	61.0	1002.3	10.0	曇時々雨一時みぞれ、あられを伴う	曇時々みぞれ一時雪
2015/3/6	青森	2.4	5.5	0.1	0.0	0.0	4.0	10.18	60.0	1.0	1.8	4.8	7.1	南南西	6.2	1024.8	86.0	1025.3	63.0	1022.8	6.8	晴時々雨一時みぞれ	晴一時雨後曇
2015/3/7	青森	3.9	7.9	0.4	0.0	0.0	3.8	13.29	56.0	0.0	2.0	4.0	5.7	南南東	6.1	1023.9	77.0	1024.4	50.0	1023.0	9.3	曇時々晴	曇時々晴
2015/3/8	青森	4.1	9.3	0.3	0.0	0.0	10.4	17.82	52.0	0.0	2.6	6.0	7.9	南	6.3	1025.5	79.0	1026.0	55.0	1024.5	5.0	晴一時曇	晴
2015/3/9	青森	5.4	10.6	-1.4	0.0	0.0	2.4	7.88	48.0	0.0	2.5	6.6	10.0	南	7.0	1015.8	79.0	1016.3	52.0	1002.5	7.5	曇	雨一時曇
2015/3/10	青森	2.8	7.0	-2.0	13.0	1.0	0.0	4.21	44.0	6.0	6.9	13.7	20.8	南西	6.6	991.5	86.0	992.0	55.0	987.4	9.8	雨後雪一時曇、あられを伴う	雪、ふぶきを伴う
2015/3/11	青森	-2.9	-1.9	-3.4	7.0	0.5	0.0	5.85	56.0	13.0	9.1	12.7	23.4	南西	4.4	996.6	89.0	997.1	75.0	990.8	10.0	雪、ふぶきを伴う	雪、ふぶきを伴う
2015/3/12	青森	-1.5	0.0	-3.1	2.0	0.5	2.2	11.33	58.0	7.0	8.0	12.3	18.8	南西	4.4	1005.6	81.0	1006.1	55.0	1001.8	9.8	雪、ふぶきを伴う	雪後一時曇
2015/3/13	青森	0.5	3.6	-1.9	0.0	0.0	4.5	13.39	55.0	0.0	6.0	10.0	14.5	南西	4.6	1012.3	72.0	1012.8	46.0	1009.5	8.5	雪時々晴一時曇	曇時々雪一時晴
2015/3/14	青森	1.7	5.6	-0.9	0.0	0.0	3.5	11.39	48.0	2.0	3.8	6.6	9.4	南南西	4.9	1019.6	70.0	1020.1	53.0	1016.5	9.5	晴時々雪一時曇	曇一時晴
2015/3/15	青森	3.8	8.2	-0.3	0.0	0.0	6.1	15.92	43.0	0.0	3.2	7.3	10.6	南西	4.8	1023.2	61.0	1023.7	36.0	1022.1	8.3	晴一時曇	曇一時晴
2015/3/16	青森	6.4	11.8	1.6	0.0	0.0	9.9	17.82	39.0	0.0	2.3	5.4	7.2	南南西	5.9	1022.0	64.0	1022.5	37.0	1020.5	5.5	晴後一時薄曇	晴一時曇
2015/3/17	青森	7.6	15.1	-0.7	3.0	0.5	7.3	15.85	33.0	0.0	3.1	8.5	13.8	南南西	5.6	1016.3	59.0	1016.8	21.0	1013.3	7.5	曇一時晴	雨一時曇後晴
2015/3/18	青森	6.8	11.1	3.7	0.5	0.5	8.8	17.97	25.0	0.0	2.8	5.6	8.9	南南西	6.7	1018.7	69.0	1019.2	34.0	1016.1	6.0	晴後曇	曇時々雨
2015/3/19	青森	5.3	7.9	3.6	0.5	0.5	0.1	6.17	19.0	0.0	3.0	8.0	10.8	北東	7.8	1012.5	88.0	1013.0	77.0	1010.5	10.0	曇時々雨	曇
2015/3/20	青森	5.6	9.7	2.6	0.0	0.0	3.5	10.25	13.0	0.0	2.6	6.6	10.2	南南西	7.2	1014.5	79.0	1015.0	56.0	1013.5	8.0	曇時々晴	晴
2015/3/21	青森	6.0	11.9	0.2	0.0	0.0	8.8	16.2	8.0	0.0	2.9	6.4	9.2	南西	4.8	1014.8	55.0	1015.3	23.0	1012.3	4.5	薄曇時々晴	晴一時薄曇
2015/3/22	青森	6.4	13.3	0.4	4.0	1.0	7.8	16.3	3.0	0.0	3.1	8.1	12.6	南	6.7	1009.8	70.0	1010.3	38.0	1007.6	5.3	晴後一時雨	晴時々雨一時曇、雷を伴う
2015/3/23	青森	1.0	4.7	-2.1	0.5	0.5	1.9	10.36	2.0	2.0	5.2	10.2	16.3	西南西	4.4	1010.2	67.0	1010.7	39.0	1008.3	7.0	曇時々雪	曇時々晴一時雪
2015/3/24	青森	2.2	6.3	-2.1	4.0	1.0	0.4	8.12	6.0	5.0	6.5	12.9	21.6	西北西	5.6	1010.5	78.0	1011.0	51.0	1006.9	9.8	雨時々雪一時曇、みぞれを伴う	曇時々雨、みぞれを伴う
2015/3/25	青森	4.8	8.8	2.3	0.0	0.0	4.3	12.98	0.0	0.0	5.8	9.9	17.7	西	5.4	1023.6	63.0	1024.1	47.0	1016.8	9.0	曇時々雨後一時晴、あられを伴う	曇時々晴
2015/3/26	青森	6.4	10.7	1.7	0.0	0.0	11.3	21.57	0.0	0.0	6.2	10.6	16.8	南南西	4.7	1026.0	50.0	1026.5	26.0	1021.4	2.8	快晴	晴
2015/3/27	青森	10.9	15.2	7.4	0.0	0.0	9.6	19.92	0.0	0.0	8.2	13.9	22.8	南西	6.5	1017.2	51.0	1017.7	38.0	1014.8	3.3	晴後一時薄曇	晴一時薄曇
2015/3/28	青森	11.8	17.0	8.6	0.0	0.0	7.8	18.19	0.0	0.0	6.5	10.4	15.8	南南西	7.0	1015.1	51.0	1015.6	30.0	1013.9	7.0	晴時々曇	曇一時晴
2015/3/29	青森	12.4	18.1	8.5	0.0	0.0	6.9	17.43	0.0	0.0	5.0	8.5	12.6	南南西	7.8	1012.0	55.0	1012.5	27.0	1010.3	4.3	曇時々晴	晴一時曇
2015/3/30	青森	7.9	12.3	3.4	0.0	0.0	1.0	8.06	0.0	0.0	3.1	6.4	9.1	西	8.3	1017.9	78.0	1018.4	55.0	1012.5	6.0	曇後一時晴	晴一時曇
2015/3/31	青森	10.4	18.8	1.0	0.0	0.0	8.4	18.51	0.0	0.0	3.7	9.0	12.2	南南西	6.9	1014.4	58.0	1014.9	25.0	1010.7	6.8	薄曇時々晴	曇後一時雨
2015/4/1	青森	6.8	11.3	2.7	5.5	1.0	1.6	4.83	0.0	0.0	2.9	6.3	9.5	東北東	8.3	1013.9	83.0	1014.4	63.0	1011.6	9.3	雨時々曇一時晴	晴
2015/4/2	青森	7.1	12.9	1.9	0.0	0.0	10.1	22.04	0.0	0.0	3.5	7.1	10.4	南西	5.9	1016.7	61.0	1017.2	28.0	1012.5	4.5	晴後一時曇	曇後一時雨
2015/4/3	青森	9.3	17.0	5.0	20.0	1.5	0.3	2.39	0.0	0.0	6.1	15.6	24.6	南西	10.2	1001.5	84.0	1002.0	70.0	992.6	10.0	雨後一時曇	雨後晴一時曇、大風を伴う
2015/4/4	青森	8.2	14.8	4.1	0.0	0.0	11.3	22.75	0.0	0.0	4.1	9.1	13.3	北	6.3	1019.9	59.0	1020.4	34.0	1013.5	2.8	晴後一時薄曇	曇後一時雨
2015/4/5	青森	8.2	11.4	4.9	11.5	1.0	0.0	4.15	0.0	0.0	2.2	6.1	8.7	東	8.5	1013.9	78.0	1014.4	58.0	1009.1	10.0	曇時々雨	雨後曇
2015/4/6	青森	8.7	12.0	6.0	0.0	0.0	0.6	7.59	0.0	0.0	5.3	8.7	13.6	西	8.8	1012.6	80.0	1013.1	68.0	1008.1	10.0	曇	曇後一時雨
2015/4/7	青森	4.3	7.4	0.6	0.0	0.0	2.9	13.17	0.0	0.0	5.5	8.7	13.5	西	4.5	1020.5	54.0	1021.0	39.0	1017.0	9.5	曇後一時晴	曇一時雪
2015/4/8	青森	2.5	6.7	-0.3	0.0	0.0	3.5	13.19	0.0	0.0	2.9	6.3	8.5	北	4.0	1027.3	55.0	1027.7	35.0	1025.9	7.5	曇後一時晴	快晴
2015/4/9	青森	3.6	10.4	-2.6	0.0	0.0	11.8	23.22	0.0	0.0	3.3	7.8	11.5	東	4.4	1028.9	57.0	1029.4	34.0	1027.5	0.5	晴	快晴
2015/4/10	青森	6.4	12.6	-1.5	0.0	0.0	10.2	21.71	0.0	0.0	2.9	7.0	9.4	北北西	7.6	1024.9	76.0	1025.4	53.0	1022.9	5.3	晴後薄曇	曇後一時雨
2015/4/11	青森	8.3	11.4	5.4	0.0	0.0	1.6	8.79	0.0	0.0	2.0	5.5	7.1	南南西	9.3	1024.2	85.0	1024.7	70.0	1023.2	7.0	曇時々雨一時晴	晴後曇
2015/4/12	青森	8.5	14.8	3.5	0.0	0.0	8.5	20.72	0.0	0.0	3.8	7.0	10.1	南西	7.1	1030.4	65.0	1030.9	38.0	1028.2	4.0	晴一時曇	薄曇時々晴
2015/4/13	青森	8.1	14.2	2.3	0.0	0.0	8.8	20.01	0.0	0.0	2.7	6.7	8.5	北	7.6	1024.8	72.0	1025.3	46.0	1017.1	9.5	薄曇一時晴	曇後一時雨
2015/4/14	青森	9.4	12.1	6.7	0.0	0.0	1.4	11.98	0.0	0.0	1.9	4.6	7.0	北	10.0	1010.6	85.0	1011.1	73.0	1006.6	10.0	曇	曇後雨
2015/4/15	青森	10.5	13.8	8.9	14.5	1.0	0.9	6.52	0.0	0.0	2.5	8.7	12.1	北	11.4	1002.8	90.0	1003.3	75.0	1001.7	10.0	雨時々曇	曇時々雨
2015/4/16	青森	10.2	15.2	6.0	1.0	0.5	3.5	16.43	0.0	0.0	4.1	7.8	11.9	西南西	9.8	1008.3	79.0	1008.8	57.0	1004.2	8.3	曇一時晴	晴一時曇
2015/4/17	青森	8.0	12.3	4.4	1.5	0.5	0.8	5.77	0.0	0.0	3.0	9.3	14.4	南南西	8.1	1011.2	76.0	1011.7	50.0	1008.6	6.5	曇時々雨	快晴
2015/4/18	青森	8.9	14.1	3.1	6.5	1.0	5.8	10.53	0.0	0.0	4.0	8.6	14.6	南南西	7.2	1011.2	64.0	1011.7	38.0	1008.9	7.3	雨時々曇一時晴、雷・あられを伴う	晴一時曇
2015/4/19	青森	10.9	16.3	5.8	0.0	0.0	10.6	22.36	0.0	0.0	4.1	7.5	11.3	南西	6.0	1015.8	48.0	1016.3	25.0	1014.0	4.8	晴後薄曇	曇後一時雨
2015/4/20	青森	9.3	12.5	6.7	20.0	0.5	0.0	3.44	0.0	0.0	2.3	6.9	9.2	東北東	10.0	1004.9	85.0	1005.4	66.0	996.0	10.0	雨	雨後時々曇
2015/4/21	青森	9.0	12.5	5.6	0.0	0.5	4.4	11.82	0.0	0.0	4.4	9.2	13.2	西南西	8.6	1008.4	75.0	1008.9	45.0	995.5	5.5	曇時々雨後晴	快晴
2015/4/22	青森	12.9	20.3	5.5	0.0	0.0	8.6	19.89	0.0	0.0	4.7	10.6	16.4	南南西	5.2	1015.8	39.0	1016.3	13.0	1014.5	3.8	晴後薄曇	晴一時薄曇
2015/4/23	青森	10.5	16.2	4.7	0.0	0.0	12.6	25.24	0.0	0.0	2.0	5.6	8.2	北北西	8.0	1019.4	63.0	1019.9	40.0	1018.2	0.3	晴	晴後一時薄曇
2015/4/24	青森	11.7	22.8	5.4	0.5	0.5	5.1	17.06	0.0	0.0	4.3	15.9	23.4	南南西	8.2	1014.7	63.0	1015.2	25.0	1011.2	5.8	曇時々晴後一時雨、大風を伴う	晴
2015/4/25	青森	12.4	19.0	4.5	0.0	0.0	12.0	23.96	0.0	0.0	5.3	10.4	15.1	西	6.1	1016.2	47.0	1016.7	20.0	1015.6	0.0	晴	快晴
2015/4/26	青森	16.5	22.5	9.2	0.0	0.0	12.7	25.46	0.0	0.0	6.7	10.7	16.6	南南西	5.1	1014.7	29.0	1015.2	16.0	1012.6	5.3	晴時々薄曇	晴一時薄曇
2015/4/27	青森	21.1	26.1	16.9	0.0	0.0	10.9	19.83	0.0	0.0	7.6	12.1	18.1	南南西	7.8	1011.6	31.0	1012.1	21.0	1010.9	3.8	晴一時薄曇	晴後一時薄曇
2015/4/28	青森	19.6	27.8	10.0	0.0	0.0	11.9	22.67	0.0	0.0	4.9	9.4	13.9	南西	9.7	1015.7	45.0	1016.2	21.0	1013.8	5.3	薄曇時々晴	晴後曇
2015/4/29	青森	11.3	15.0	8.8	0.0	0.0	8.3	22.02	0.0	0.0	2.3	4.1	5.5	北北西	11.3	1016.7	85.0	1017.2	68.0	1015.0	6.0	晴一時曇	晴後曇一時霧
2015/4/30	青森	14.3	21.7	8.3	0.0	0.0	9.1	22.99	0.0	0.0	2.3	4.5	6.7	北	10.9	1014.1	71.0	1014.6	41.0	1013.0	8.8	薄曇時々晴一時霧	薄曇時々晴
2015/5/1	青森	17.8	24.6	11.0	0.0	0.0	11.3	22.27	0.0	0.0	4.2	10.1	14.8	西	10.3	1013.6	53.0	1014.1	25.0	1011.8	4.0	薄曇一時晴	晴
2015/5/2	青森	13.6	18.9	9.7	0.0	0.0	12.0	24.64	0.0	0.0	2.3	4.8	6.8	北西	11.6	1016.1	75.0	1016.6	52.0	1015.0	1.5	晴	晴後曇
2015/5/3	青森	13.6	17.4	9.7	0.0	0.0	8.0	21.73	0.0	0.0	1.7	4.5	5.9	北北西	12.2	1012.0	79.0	1012.5	57.0	1010.1	9.8	曇一時晴	晴時々曇一時霧
2015/5/4	青森	13.8	17.4	10.0	3.0	0.5	4.7	17.46	0.0	0.0	2.0	6.3	8.9	北北西	13.9	1001.9	88.0	1002.4	70.0	996.3	8.8	曇後一時雨、霧を伴う	雨一時晴
2015/5/5	青森	15.0	20.9	9.6	0.0	0.0	10.5	24.32	0.0	0.0	6.8	13.1	20.8	南西	7.3	1006.2	45.0	1006.7	19.0	998.6	4.0	晴一時薄曇	快晴
2015/5/6	青森	16.3	24.0	7.6	0.0	0.0	11.1	26.05	0.0	0.0	4.6	9.8	17.6	南南西	7.7	1009.3	45.0	1009.8	18.0	1008.7	6.8	薄曇時々晴	薄曇後一時晴
2015/5/7	青森	14.4	21.5	8.3	0.0	0.0	12.4	26.23	0.0	0.0	3.7	9.6	14.3	西北西	7.7	1011.2	49.0	1011.7	20.0	1009.6	3.5	晴一時薄曇	晴後薄曇
2015/5/8	青森	12.8	19.9	5.7	0.0	0.0	7.8	22.87	0.0	0.0	3.2	10.1	16.6	北北西	7.4	1011.2	50.0	1011.7	24.0	1008.5	6.5	曇時々晴	晴一時曇
2015/5/9	青森	12.7	16.9	7.9	7.5	2.0	8.5	20.41	0.0	0.0	3.5	5.8	8.9	南南西	8.6	1011.0	59.0	1011.5	36.0	1006.2	7.3	曇一時晴	雨一時曇、雷を伴う
2015/5/10	青森	10.4	14.5	8.5	7.0	1.5	3.8	14.2	0.0	0.0	5.0	9.2	13.8	西	9.0	1012.6	72.0	1013.1	47.0	1006.2	7.3	曇時々雨一時晴	快晴
2015/5/11	青森	14.2	22.5	5.7	0.0	0.0	13.5	28.12	0.0	0.0	4.5	8.8	12.6	南西	7.3	1018.6	49.0	1019.1	23.0	1017.1	2.5	晴	薄曇時々晴
2015/5/12	青森	10.9	13.9	6.8	32.0	2.0	0.3	8.47	0.0	0.0	1.9	7.6	10.5	北西	11.0	1008.3	83.0	1008.8	61.0	999.5	10.0	雨時々曇	雨
2015/5/13	青森	15.8	19.7	11.7	7.5	1.0	5.0	16.87	0.0	0.0	5.7	11.8	18.8	南西	12.5	999.3	72.0	999.8	44.0	997.7	7.3	晴時々雨一時曇	曇時々雨
2015/5/14	青森	16.1	21.4	11.3	0.5	0.5	7.1	20.71	0.0	0.0	4.6	8.7	12.4	西	11.9	1007.7	66.0	1008.2	39.0	1000.7	6.5	晴時々曇	晴一時雨
2015/5/15	青森	13.4	18.5	10.0	2.0	1.0	3.7	18.34	0.0	0.0	2.9	6.5	8.9	北	12.6	1008.9	83.0	1009.4	63.0	1005.0	9.8	曇	雨時々曇
2015/5/16	青森	12.7	17.6	7.5	0.5	0.5	5.6	15.28	0.0	0.0	3.4	7.3	11.1	南西	12.0	1003.5	82.0	1004.0	46.0	1003.0	5.5	曇一時雨後晴	晴
2015/5/17	青森	13.1	17.4	7.5	0.0	0.0	11.2	26.42	0.0	0.0	5.6	11.6	18.4	西	8.2	1007.2	56.0	1007.7	33.0	1003.2	2.8	晴一時曇	晴
2015/5/18	青森	13.5	18.7	6.2	0.0	0.0	9.8	24.42	0.0	0.0	2.0	4.6	6.4	北西	10.5	1010.1	67.0	1010.6	37.0	1006.7	5.0	晴後曇	曇後一時雨
2015/5/19	青森	14.8	18.9	12.9	1.0	0.5	0.0	5.75	0.0	0.0	2.4	5.1	7.2	北西	13.9	1003.2	83.0	1003.7	60.0	1001.0	8.0	雨時々曇	晴一時曇
2015/5/20	青森	15.1	20.7	9.6	0.5	0.5	6.7	14.93	0.0	0.0	3.4	6.0	9.1	北	12.2	1001.0	72.0	1001.5	44.0	998.6	7.0	曇時々晴一時雨	曇時々晴一時雨
2015/5/21	青森	13.7	18.6	9.8	0.0	0.0	8.2	23.44	0.0	0.0	5.1	9.2	13.7	西	10.0	1003.8	65.0	1004.3	46.0	1000.9	6.0	曇時々晴	快晴
2015/5/22	青森	17.8	22.7	9.1	0.0	0.0	11.5	23.62	0.0	0.0	7.6	14.2	20.2	南南西	11.7	1006.6	58.0	1007.1	41.0	1005.7	2.0	晴時々曇	快晴
2015/5/23	青森	21.4	27.4	16.0	0.0	0.0	13.7	27.95	0.0	0.0	7.0	12.3	19.5	南西	11.5	1006.4	46.0	1006.9	30.0	1005.5	0.3	快晴	晴
2015/5/24	青森	20.9	28.4	13.8	0.0	0.0	13.6	27.88	0.0	0.0	5.1	9.1	14.2	南南西	11.2	1006.9	48.0	1007.4	26.0	1005.2	1.8	晴	快晴
2015/5/25	青森	15.0	20.8	11.0	0.0	0.0	13.2	27.38	0.0	0.0	2.9	5.5	7.0	北西	12.7	1010.6	75.0	1011.1	55.0	1009.6	2.0	晴	晴後曇
2015/5/26	青森	17.2	27.6	11.8	0.0	0.0	9.0	25.36	0.0	0.0	2.9	7.7	11.9	北北西	12.9	1007.9	70.0	1008.4	20.0	1005.8	5.3	晴時々曇	曇後一時雨
2015/5/27	青森	15.6	18.2	13.2	1.0	0.5	1.9	15.0	0.0	0.0	3.0	6.0	9.3	南南西	13.4	1011.4	76.0	1011.9	63.0	1009.1	10.0	曇	曇一時雨
2015/5/28	青森	15.5	19.1	12.4	0.0	0.0	9.1	24.14	0.0	0.0	2.2	5.0	7.7	北北西	14.5	1013.0	83.0	1013.5	65.0	1012.2	9.0	曇後一時晴	晴時々曇後一時霧
2015/5/29	青森	16.1	20.8	12.7	0.0	0.0	8.2	23.01	0.0	0.0	2.1	5.7	7.6	北西	15.7	1009.8	86.0	1010.3	70.0	1006.7	5.0	曇一時霧後晴	晴後曇一時霧
2015/5/30	青森	17.8	21.5	13.9	0.0	0.0	6.9	23.27	0.0	0.0	2.4	7.2	9.7	北北西	17.0	1002.0	84.0	1002.5	66.0	998.9	10.0	曇時々晴一時霧	雨時々曇
2015/5/31	青森	17.3	21.8	12.8	7.0	1.0	6.7	17.85	0.0	0.0	4.7	9.3	15.0	南西	13.6	1002.7	69.0	1003.2	45.0	998.6	7.0	曇一時雨後晴	快晴
2015/6/1	青森	18.3	25.0	11.5	0.0	0.0	13.7	29.43	0.0	0.0	2.8	7.3	10.2	北北東	11.2	1009.7	55.0	1010.2	23.0	1009.2	1.0	晴	晴時々薄曇
2015/6/2	青森	21.3	30.3	11.1	0.0	0.0	9.0	23.35	0.0	0.0	3.7	7.6	11.9	南西	12.8	1008.0	55.0	1008.5	26.0	1006.9	8.0	曇一時晴	曇一時晴
2015/6/3	青森	16.9	20.8	15.0	6.5	1.5	1.1	12.66	0.0	0.0	2.4	7.2	10.1	北西	16.1	998.7	84.0	999.2	69.0	993.7	9.8	曇後一時雨	曇時々晴
2015/6/4	青森	13.2	15.8	11.0	3.5	0.5	1.9	11.61	0.0	0.0	6.9	11.4	21.1	西南西	11.6	1000.8	77.0	1001.3	60.0	995.9	9.0	雨一時曇	雨後曇時々晴
2015/6/5	青森	17.4	23.0	11.4	0.0	0.0	9.6	26.93	0.0	0.0	5.3	8.9	14.3	西	13.0	1007.3	66.0	1007.8	42.0	1005.8	7.8	晴後曇	曇
2015/6/6	青森	14.6	17.6	12.7	0.0	0.0	7.5	23.12	0.0	0.0	4.1	7.7	10.5	北東	11.6	1010.7	70.0	1011.2	52.0	1007.4	7.3	曇時々晴	晴
2015/6/7	青森	16.2	21.9	11.4	0.0	0.0	12.8	28.54	0.0	0.0	3.4	6.0	8.5	南南西	11.8	1018.4	65.0	1018.9	43.0	1016.8	2.0	晴	晴
2015/6/8	青森	16.4	20.8	11.2	0.0	0.0	10.3	25.11	0.0	0.0	2.5	5.9	8.4	北西	14.5	1014.9	78.0	1015.4	64.0	1010.8	9.3	曇時々晴	曇
2015/6/9	青森	16.5	20.6	14.1	6.5	1.0	0.0	7.25	0.0	0.0	2.3	5.0	7.2	東北東	16.5	1005.6	88.0	1006.1	71.0	1003.0	10.0	雨後一時曇	雨時々曇
2015/6/10	青森	18.9	24.4	13.8	2.0	0.5	11.5	27.48	0.0	0.0	5.4	11.1	16.6	西	14.0	1006.6	67.0	1007.1	40.0	1004.7	4.8	晴一時曇	晴後一時曇
2015/6/11	青森	19.0	25.5	15.1	0.0	0.0	14.0	30.19	0.0	0.0	3.1	5.6	7.5	北北東	15.6	1010.0	72.0	1010.5	44.0	1009.4	4.0	晴	曇時々晴
2015/6/12	青森	18.8	24.6	14.9	0.5	0.5	8.8	23.92	0.0	0.0	3.6	8.7	11.0	東北東	17.0	1005.0	80.0	1005.5	56.0	1002.6	9.5	曇後一時晴	曇一時雨
2015/6/13	青森	19.5	26.2	16.2	0.5	0.5	5.3	16.63	0.0	0.0	3.7	10.6	15.6	西南西	17.6	1006.8	79.0	1007.3	52.0	1004.6	7.3	曇時々晴一時雨	晴時々曇
2015/6/14	青森	17.7	20.5	15.2	1.0	0.5	1.6	11.09	0.0	0.0	1.7	4.7	6.7	北西	17.8	1008.8	88.0	1009.3	75.0	1008.0	10.0	曇後一時雨	曇
2015/6/15	青森	20.0	26.4	16.7	0.0	0.0	3.4	17.8	0.0	0.0	2.9	8.6	11.0	南西	18.6	1008.0	80.0	1008.5	56.0	1007.1	9.3	曇後一時晴	曇
2015/6/16	青森	19.4	24.5	16.8	0.0	0.0	11.2	28.51	0.0	0.0	3.2	6.3	8.3	北	17.3	1007.0	77.0	1007.5	58.0	1005.5	3.8	晴一時曇	晴
2015/6/17	青森	19.6	25.7	14.9	0.0	0.0	11.2	26.08	0.0	0.0	4.2	9.0	12.6	東北東	17.8	1007.9	79.0	1008.4	56.0	1006.9	2.3	晴一時曇	晴後一時曇
2015/6/18	青森	21.0	26.4	16.3	0.0	0.0	13.9	30.18	0.0	0.0	4.0	8.4	11.6	東北東	17.9	1011.5	73.0	1012.0	49.0	1010.9	4.8	晴	晴時々曇
2015/6/19	青森	19.3	23.7	15.9	0.0	0.0	9.3	25.94	0.0	0.0	3.0	6.0	8.0	北北西	17.3	1009.2	78.0	1009.7	58.0	1007.6	9.3	晴後曇	曇
2015/6/20	青森	19.0	23.7	16.4	0.0	0.0	10.8	27.3	0.0	0.0	2.7	5.5	7.2	北	16.9	1007.7	78.0	1008.2	48.0	1007.2	4.5	晴一時曇	晴
2015/6/21	青森	18.9	24.4	14.4	0.0	0.0	9.6	27.51	0.0	0.0	3.0	6.7	9.1	北	17.0	1010.0	78.0	1010.5	59.0	1008.8	2.3	晴一時曇	晴時々曇
2015/6/22	青森	20.6	25.6	16.0	0.0	0.0	9.6	27.85	0.0	0.0	3.6	8.4	11.0	北西	17.8	1012.1	74.0	1012.6	55.0	1010.6	5.3	晴一時曇	曇一時晴
2015/6/23	青森	20.0	24.9	17.4	0.0	0.0	2.8	18.28	0.0	0.0	3.2	6.4	9.0	南西	17.0	1012.7	73.0	1013.2	56.0	1012.1	9.0	曇一時晴	曇時々雨一時晴
